16 0.664935
20 0.324223
24 0.345095
28 0.35767
32 0.556311
36 0.826575
40 0.848698
44 0.853525
48 0.863463
52 0.873018
56 0.880787
60 0.880702
64 0.88538
68 0.89236
72 0.897543
76 0.899292
80 0.900231
84 0.906793
88 0.90984
92 0.90295
96 0.911482
100 0.912871
104 0.918024
108 0.9168
112 0.918087
116 0.918944
120 0.922647
124 0.924064
128 0.923785
132 0.926176
136 0.928157
140 0.926382
144 0.927764
148 0.929113
152 0.787841
156 0.93042
160 0.927802
164 0.934661
168 0.932403
172 0.931876
176 0.935423
180 0.937843
184 0.936135
188 0.938512
192 0.936288
196 0.937542
200 0.936909
204 0.939602
208 0.93936
212 0.941112
216 0.941044
220 0.941118
224 0.93867
228 0.940932
232 0.942299
236 0.942589
240 0.939872
244 0.940287
248 0.940898
252 0.942427
256 0.939191
260 0.939874
264 0.9443
268 0.943527
272 0.942912
276 0.94446
280 0.944964
284 0.944268
288 0.943835
292 0.87576
296 0.921153
300 0.945015
304 0.946529
308 0.945827
312 0.946232
316 0.93401
320 0.933316
324 0.93123
328 0.94854
332 0.94727
336 0.947962
340 0.947485
344 0.948201
348 0.948839
352 0.948624
356 0.948899
360 0.948776
364 0.948708
368 0.948316
372 0.949517
376 0.949699
380 0.949995
384 0.947257
388 0.950404
392 0.950768
396 0.950079
400 0.943146
404 0.948607
408 0.948899
412 0.94975
416 0.950895
420 0.951199
424 0.950934
428 0.950846
432 0.951628
436 0.951777
440 0.952173
444 0.952219
448 0.950297
452 0.952001
456 0.947153
460 0.952204
464 0.9525
468 0.952726
472 0.952476
476 0.952687
480 0.952878
484 0.953136
488 0.953237
492 0.953136
496 0.953176
500 0.953302
504 0.953041
508 0.953366
512 0.928052
516 0.953825
520 0.954
524 0.953757
528 0.953472
532 0.952576
536 0.953233
540 0.951358
544 0.918038
548 0.918961
552 0.733655
556 0.824959
560 0.94146
564 0.919618
568 0.929066
572 0.918806
576 0.950613
580 0.952173
584 0.952581
588 0.954381
592 0.954188
596 0.953303
600 0.954089
604 0.953772
608 0.953925
612 0.954938
616 0.955108
620 0.954998
624 0.955215
628 0.954916
632 0.954965
636 0.955599
640 0.952911
644 0.954927
648 0.95425
652 0.955803
656 0.955413
660 0.954777
664 0.955621
668 0.955833
672 0.953797
676 0.95522
680 0.954931
684 0.956001
688 0.955696
692 0.955587
696 0.955917
700 0.95593
704 0.951201
708 0.955997
712 0.955846
716 0.955953
720 0.956255
724 0.956364
728 0.955959
732 0.955791
736 0.954132
740 0.955863
744 0.956637
748 0.956275
752 0.955279
756 0.956053
760 0.955442
764 0.956212
768 0.953018
772 0.956351
776 0.95619
780 0.956272
784 0.956528
788 0.955911
792 0.956324
796 0.953636
800 0.955693
804 0.956569
808 0.955783
812 0.956778
816 0.956927
820 0.956439
824 0.956628
828 0.957204
832 0.954395
836 0.956249
840 0.956069
844 0.956809
848 0.955943
852 0.955951
856 0.957423
860 0.9572
864 0.955875
868 0.956304
872 0.957498
876 0.957552
880 0.956884
884 0.957798
888 0.957351
892 0.957071
896 0.954269
900 0.957377
904 0.958032
908 0.957381
912 0.957479
916 0.95678
920 0.956691
924 0.957845
928 0.955384
932 0.957985
936 0.956833
940 0.957635
944 0.957959
948 0.957176
952 0.957371
956 0.958272
960 0.954384
964 0.956031
968 0.957425
972 0.956964
976 0.957482
980 0.958129
984 0.957234
988 0.956698
992 0.956163
996 0.95775
1000 0.957999
1100 0.954842
1200 0.958026
1300 0.957263
1400 0.956695
1500 0.955037
1600 0.953849
1700 0.956633
1800 0.956071
1900 0.95078
2000 0.955055
2100 0.954419
2200 0.954968
2300 0.955267
2400 0.955987
2500 0.955757
2600 0.952833
2700 0.955063
2800 0.954675
2900 0.953716
3000 0.954905
4000 0.953803
5000 0.95238
6000 0.954684
