100 4.19831
110 4.89815
120 10.8226
130 6.94778
140 7.8569
150 9.17804
160 25.843
170 11.9041
180 13.7489
190 14.004
200 26.8687
210 17.6822
220 18.9204
230 20.1838
240 48.7463
250 23.5911
260 25.9117
270 27.2869
280 48.213
290 30.8776
300 32.2428
310 31.2098
320 66.4301
330 32.0237
340 31.8557
350 30.0342
360 47.9827
370 34.1096
380 34.7714
390 39.3903
400 55.6794
410 39.0897
420 40.8162
430 40.9882
440 58.259
450 45.3984
460 46.1353
470 47.0138
480 74.6213
490 53.5439
500 55.5247
510 56.3679
520 77.1193
530 58.4082
540 60.333
550 60.6878
560 84.9065
570 62.6691
580 63.8741
590 63.9367
600 85.8985
610 70.1826
620 70.8738
630 71.0706
640 93.383
650 71.3412
660 72.941
670 73.1237
680 92.3577
690 74.1018
700 76.3885
710 76.2193
720 103.998
730 79.0384
740 80.6352
750 80.6724
760 102.906
770 83.5675
780 86.6523
790 86.8318
800 109.708
810 88.3789
820 90.2
830 92.9099
840 114.741
850 94.4397
860 96.0832
870 95.5119
880 118.998
890 100.768
900 101.046
910 101.088
920 124.155
930 104.862
940 105.697
950 106.305
960 137.502
970 108.062
980 111.863
990 112.136
1000 135.141
1100 130.668
1200 172.702
1300 149.5
1400 172.566
1500 173.66
1600 226.961
1700 202.911
1800 226.475
1900 219.539
2000 251.993
2100 238.863
2200 263.593
2300 259.346
2400 289.045
2500 266.901
2600 298.831
2700 285.078
2800 307.248
2900 294.541
3000 320.343
4000 372.98
5000 409.62
6000 431.791
7000 442.244
8000 488.895
9000 469.867
10000 482.162
11000 491.011
12000 507.659
13000 509.703
14000 516.472
15000 521.541
16000 558.663
