100 76.5385
200 550.345
300 343.376
400 784.294
500 317.748
600 669.209
700 310.466
800 904.028
900 764.929
1000 868.753
1100 873.536
1200 990.129
1300 1034.21
1400 870.524
1500 901.503
1600 931.359
1700 904.439
1800 948.955
1900 915.208
2000 1214.21
2100 1235.58
2200 1323.5
2300 1305.75
2400 1207.66
2500 1374.98
2600 1413.5
2700 1301.76
2800 1327.49
2900 1359.73
3000 1406.16
4000 1511.53
5000 1604.82
6000 1464.43
7000 1667.66
8000 1485.37
9000 1467.47
10000 1410.74
11000 1447.65
12000 1346.58
13000 1420.7
14000 1403.23
15000 1409.78
16000 1241.45
