16 1.10222
20 1.22835
24 1.32706
28 1.36025
32 1.38735
36 1.40913
40 1.42342
44 1.04942
48 1.16117
52 1.4386
56 1.42955
60 1.42943
64 1.4291
68 1.34303
72 1.35821
76 1.35938
80 1.36517
84 1.35833
88 1.3757
92 1.35893
96 1.37973
100 1.38175
104 1.38658
108 1.3898
112 1.39038
116 1.39431
120 1.38062
124 1.39126
128 1.41576
132 1.39843
136 1.41706
140 1.41149
144 1.4178
148 1.41412
152 1.41222
156 1.42022
160 1.43547
164 1.43059
168 1.4422
172 1.43178
176 1.44302
180 1.43673
184 1.44391
188 1.44261
192 1.45274
196 1.44457
200 1.44938
204 1.44255
208 1.45234
212 1.44898
216 1.45193
220 1.44887
224 1.45866
228 1.44734
232 1.45576
236 1.45537
240 1.45869
244 1.44996
248 1.46024
252 1.45595
256 1.47096
260 1.45622
264 1.46203
268 1.4624
272 1.4628
276 1.45533
280 1.4615
284 1.46052
288 1.46452
292 1.46267
296 1.46258
300 1.46023
304 1.46329
308 1.46432
312 1.47208
316 1.46846
320 1.4715
324 1.469
328 1.47208
332 1.46964
336 1.47334
340 1.46774
344 1.47517
348 1.46935
352 1.47413
356 1.474
360 1.47418
364 1.47293
368 1.47878
372 1.47351
376 1.47627
380 1.47333
384 1.47958
388 1.47544
392 1.47973
396 1.47373
400 1.47592
404 1.47352
408 1.47532
412 1.47337
416 1.47691
420 1.47241
424 1.47577
428 1.47675
432 1.47665
436 1.47176
440 1.47806
444 1.47553
448 1.47817
452 1.47316
456 1.475
460 1.47071
464 1.4764
468 1.47289
472 1.47208
476 1.46739
480 1.46822
484 1.46263
488 1.46571
492 1.46216
496 1.46465
500 1.4589
504 1.45257
508 1.4525
512 1.46439
516 1.43912
520 1.42988
524 1.41636
528 1.4066
532 1.38076
536 1.36466
540 1.34968
544 1.33301
548 1.30697
552 1.29038
556 1.26647
560 1.26241
564 1.25648
568 1.24151
572 1.2307
576 1.23479
580 1.22761
584 1.22678
588 1.22646
592 1.22997
596 1.22832
600 1.22832
604 1.23356
608 1.23307
612 1.23291
616 1.23882
620 1.23722
624 1.24312
628 1.2352
632 1.2411
636 1.23772
640 1.24212
644 1.23515
648 1.23482
652 1.22939
656 1.23134
660 1.23056
664 1.22917
668 1.23074
672 1.2319
676 1.22815
680 1.23133
684 1.22556
688 1.2116
692 1.22234
696 1.2067
700 1.2162
704 1.21819
708 1.2217
712 1.2088
716 1.22067
720 1.22177
724 1.22178
728 1.22053
732 1.21945
736 1.22317
740 1.22275
744 1.21933
748 1.21881
752 1.21551
756 1.21529
760 1.2121
764 1.21599
768 1.22221
772 1.21249
776 1.2118
780 1.21296
784 1.14454
788 1.21162
792 1.21569
796 1.21584
800 1.21523
804 1.21787
808 1.22192
812 1.22293
816 1.21968
820 1.21975
824 1.21958
828 1.21929
832 1.21785
836 1.21912
840 1.21997
844 1.2173
848 1.21845
852 1.21868
856 1.2198
860 1.2229
864 1.22041
868 1.21962
872 1.22226
876 1.22251
880 1.21786
884 1.21806
888 1.22083
892 1.21869
896 1.21234
900 1.21889
904 1.21808
908 1.21685
912 1.21784
916 1.21505
920 1.21609
924 1.21422
928 1.21375
932 1.21593
936 1.21444
940 1.21491
944 1.21178
948 1.21419
952 1.21283
956 1.21495
960 1.21646
964 1.21436
968 1.21622
972 1.21317
976 1.2148
980 1.21113
984 1.21568
988 1.21479
992 1.21501
996 1.21332
1000 1.21407
1100 1.19036
1200 1.18271
1300 1.18757
1400 1.18721
1500 1.18433
1600 1.19013
1700 1.18859
1800 1.18871
1900 1.19067
2000 1.18779
2100 1.18826
2200 1.18613
2300 1.18572
2400 1.1856
2500 1.18544
2600 1.18669
2700 1.18839
2800 1.1881
2900 1.18706
3000 1.16778
4000 1.17065
5000 1.17737
6000 1.17634
